model_id,model_make_id,model_name,model_trim,model_year,model_body_style,model_engine_position,model_engine_cc,model_engine_num_cyl,model_engine_type,mode_engine_valves_per_cyl,model_engine_power_ps,model_engine_power_rpm,model_engine_torque_nm,model_engine_torque_rpm,model_engine_bore_mm,model_engine_stroke_mm,model_engine_compression,model_engine_fuel,model_top_speed_kph,model_0_to_100_kph,model_drive,model_transmission_type,model_seats,model_doors,model_weight_kg,model_length_mm,model_width_mm,model_height_mm,model_wheelbase,model_lkm_hwy,model_lkm_mixed,model_lkm_city,model_fuel_cap_l,model_sold_in_us,model_co2,model_make_display
15041,ford,Prefect,,1959,,Front,1172,4,in-line,2,31,4500,71,2150,63.5,92.5,,Gasoline,110,,Rear,Manual,5,,765,3850,1550,1500,2220,,,,54,1,,Ford
15042,ford,Corsair,,1967,,Front,1498,4,in-line,2,60,4600,101,2300,81,72.7,10.5:1,Gasoline,,,Rear,,5,4,885,4500,1620,1460,2570,,,,45,1,,Ford
15043,ford,F-250,,2002,Pickup,Front,5407,8,V,,260,4500,474,2500,,,,Gasoline,,,4WD,Automatic,5,,2350,5760,2040,1940,3490,,,,,1,,Ford
15044,ford,F-150,Lightning Rod,2001,Pickup,Front,5408,8,V,,385,6150,610,,,,,,,,Rear,Automatic,5,,1302,5610,2000,,3520,,,,132,1,,Ford
15045,ford,Granada,2.8i,1986,,Front,2790,6,V,,152,5800,218,3000,93,68.5,9.2:1,,204,,Rear,Manual,5,,1305,4680,1770,1400,2770,,,,,1,,Ford
15046,ford,Excursion,XLT 6.0,2004,SUV,Front,5949,8,V,4,330,6000,759,,95,105,18.0:1,,,,4WD,Automatic,8,4,3282,5760,2040,1970,3490,,,,167,1,,Ford
15047,ford,2000,L,1977,,Front,1992,4,in-line,,100,5200,150,4000,90.8,77,9.2:1,,161,,Rear,Manual,5,4,1257,4640,1800,1390,2780,,,,65,1,,Ford
15048,ford,Mondeo,3.0 V6 ST 220,2006,Station Wagon,Front,2967,6,V,4,226,6000,285,4900,,,10.0:1,Gasoline - Premium,244,7.6,Front,,5,5,1458,4740,1820,1420,2760,,10.4,,59,0,,Ford
15049,ford,17M,,1959,,Front,1697,4,in-line,2,60,4250,120,2200,84,76.6,7.1:1,Gasoline,,,Rear,Manual,5,2,1115,4380,1680,1510,2610,,,,55,1,,Ford
15050,ford,Mustang,GT,2006,Coupe,Front,4606,8,V,,,,868,,,,9.5:1,Gasoline,,,Rear,Manual,4,2,1244,4770,1880,1410,2730,9.4,11.8,13.8,61,1,,Ford
15051,ford,C 100,,1982,,Middle,3995,8,V,,,,,,,,,Gasoline,,,,,2,2,880,,1710,,,,,,,1,,Ford
15052,ford,Cortina,,1967,,Front,1298,4,in-line,2,53,5000,102,2500,81,63,9.0:1,Gasoline,,,Rear,,5,4,880,4280,1660,1400,2500,,,,40,1,,Ford
15053,ford,Mustang,4.7,1970,Coupe,Front,4733,8,V,,220,4800,,,,,,Gasoline,,,Rear,,4,2,1165,4620,1740,1310,2750,,,,,1,,Ford
15054,ford,Bantam,1.6i XL,2007,Pickup,Front,1597,4,in-line,2,95,5500,135,2500,82.1,75.5,9.5:1,Gasoline,,11.2,Front,Manual,2,2,980,4280,1470,1640,2670,,9.4,,54,0,,Ford
15055,ford,Cortina,1600 Ghia Estate,1976,,Front,1593,4,in-line,,91,5700,122,4000,87.7,66,9.2:1,,,,Rear,Manual,5,5-Mar,1114,4490,1710,1370,2590,,,,54,1,,Ford
15056,ford,F-350,SD Regular Cab,2008,Pickup,Front,5400,8,V,3,304,5000,495,3750,,,9.8:1,Gasoline,,,Front,Manual,3,3,1077,5770,2430,1940,3490,,5.3,,144,1,,Ford
15057,ford,GT,,2003,Coupe,Front,5409,8,V,4,500,6000,678,4500,90.2,105.8,8.4:1,Gasoline - Premium,305,3.9,Rear,Manual,2,2,1520,4650,1960,1130,2490,,,,66,1,,Ford
15058,ford,Fusion,1.4 Ambiente,2009,Sedan,Front,1386,4,in-line,4,80,5700,124,3500,76,76.5,11.0:1,Gasoline - Premium,163,13.7,Front,Manual,5,4,1145,4020,1730,1500,2490,,6.7,,45,1,,Ford
15059,ford,F-150,SuperCab 4x4,2005,Pickup,Front,5408,8,V,3,304,6000,496,,90,106,,,,,4WD,,6,4,2499,5540,2010,1940,3370,13.1,14.7,16.8,98,1,,Ford
15060,ford,Ranger,4.0 V6 XLT Super Cab 4x4,2007,Pickup,Front,4016,6,V,4,209,5250,323,3000,,,9.7:1,Gasoline,165,11.6,4WD,Manual,2,4,1905,5150,1880,1780,3010,,5.3,,84,1,,Ford
15061,ford,Courier,,1986,,Front,1299,4,in-line,,,,,,,,,Gasoline,,,Front,Manual,,,,,,,,,,,,1,,Ford
15062,ford,Freestar,,2003,Minivan,Front,3801,6,in-line,,193,4750,336,3700,,,,Gasoline,,,Front,Automatic,,,1940,5110,1950,1750,3070,,,,,1,,Ford
15063,ford,Cortina,3.3,1977,,Front,3273,6,in-line,,109,4200,221,2000,,,,Gasoline,,,Rear,,5,,1110,4380,1710,1340,2580,,,,,1,,Ford
15064,ford,Mustang,,1972,Coupe,Front,4090,8,V,,101,3600,254,1600,,,8.0:1,Gasoline,159,,Rear,Manual,4,2,1450,4820,1890,1300,2780,,,,74,1,,Ford
15065,ford,Escort,2,1991,Hatchback,Front,1998,4,in-line,,,,,,,,,Gasoline,,,Front,,5,5-Mar,,4050,1690,1350,,,,,,1,,Ford
15066,ford,Falcon,5.8,1976,Sedan,Front,5763,8,in-line,,260,4600,491,2600,,,,Gasoline,,,Rear,Manual,,,1585,4870,1910,1390,2830,,,,,0,,Ford
15067,ford,Scorpio,2.9,1995,,Front,2935,6,in-line,4,207,6000,281,4200,,,,Gasoline,,,Rear,Automatic,5,,1554,4830,1880,1450,,,,,,0,,Ford
15068,ford,Ranger,4.0 Super Cab 4x4,2006,Pickup,Front,4014,6,V,2,210,5250,323,3000,100.4,84.4,9.7:1,Gasoline,,,4WD,,4,4,1208,5160,1790,1770,3200,12.4,13.8,14.7,74,1,,Ford
15069,ford,Cougar,2.5 V6,1998,Coupe,Front,2544,6,V,,170,6000,221,4250,82.4,79.5,,,224,,Front,Manual,4,2,1419,4710,1780,1330,2580,,,,60,0,,Ford
15070,ford,Courier,,1994,,Front,1299,4,in-line,,,,,,,,,Gasoline,,,Front,Manual,,,,,,,,,,,,1,,Ford
15071,ford,12 M,Kombi,1954,,Front,1172,4,in-line,2,38,4250,,,,,,Gasoline,,,Rear,Manual,,,,4070,1590,1620,,,,,,1,,Ford
15072,ford,Mustang,Boss,1972,Coupe,Front,5752,8,V,2,335,5700,502,,101.6,88.9,,,,,Rear,Manual,4,2,1486,4820,1890,1280,2780,,,,,1,,Ford
15073,ford,Taurus,3,2000,Sedan,Front,2961,6,V,4,204,,251,4500,89,79.5,10.0:1,Gasoline,,,Front,Automatic,,4,1506,5030,1860,1430,2760,,,,68,1,,Ford
15074,ford,2000,L Estate,1977,,Front,1993,4,in-line,,101,5200,150,4000,90.8,77,9.2:1,,147,,Rear,Manual,5,5,1332,4740,1800,1390,2780,,,,61,1,,Ford
15075,ford,Falcon,,1998,Sedan,Front,3984,6,in-line,,224,4900,357,3000,92.3,99.3,,Gasoline,,,Rear,Manual,,4,1515,4910,1880,1440,2800,,,,59,0,,Ford
15076,ford,Taunus,,1948,,Front,1172,4,in-line,2,34,,,,,,,Gasoline,,,Rear,Manual,5,,830,4110,1490,1610,2390,,,,,1,,Ford
15077,ford,Escape,,2006,SUV,Front,2261,4,in-line,,155,5800,207,4250,87.4,94,,Gasoline,,,Front,Manual,5,5,1840,4450,1790,1720,2630,9.1,11.8,,62,1,,Ford
15078,ford,Taurus X,Eddie Bauer 4x4,2008,Crossover,Front,3494,6,V,4,267,6250,338,4500,,,,,,,4WD,Automatic,6,4,1107,5090,1910,1720,2870,10.7,13.1,15.7,72,1,,Ford
15079,ford,Taunus,,1947,,Front,1170,4,in-line,2,34,,,,,,,Gasoline,,,Rear,Manual,5,,830,4110,1490,1610,2390,,,,,1,,Ford
15080,ford,Explorer,,1995,SUV,Front,3996,6,V,2,162,4200,311,2800,,,,Gasoline,,,,,,5,1900,4790,1880,1840,2840,,,,,1,,Ford
15081,ford,F-150,4.6,1997,Pickup,Front,4605,8,in-line,,220,4500,393,3250,,,,Gasoline,,,4WD,Manual,2,,2105,5230,2000,1850,3050,,,,,1,,Ford
15082,ford,Galaxy,2.3 Viva,2004,Minivan,Front,2295,4,in-line,4,145,5500,203,2500,89.6,91,10.0:1,Gasoline - Premium,196,12.3,Front,Manual,,5,1728,4650,1820,1800,2760,,10.1,,70,0,,Ford
15083,ford,Focus,Turnier 2.0 TDCi,2009,,Front,1997,4,in-line,4,136,4000,320,2000,85,88,18.3:1,Diesel,203,9.5,Front,Manual,5,5,1451,4470,1850,1510,2650,,5.7,,53,1,,Ford
15084,ford,E-350,XL Super Duty,2009,Van,Front,5406,8,V,2,259,4500,475,2500,,,,,,,Rear,Automatic,12,4,966,5390,1790,2120,3510,,7.1,,132,1,,Ford
15085,ford,C-MAX,,2003,Minivan,Front,1753,4,in-line,4,130,6000,175,4000,83,83.1,11.0:1,Gasoline,,,Front,Manual,5,5,1422,4340,1830,1600,2650,,,,59,0,,Ford
15086,ford,Mustang,V6 Premium Coupe,2005,Coupe,Front,4015,6,V,2,205,6000,326,,100,84,,,,,Rear,,4,2,1497,4770,1890,1390,2620,8.4,10.7,12.4,61,1,,Ford
15087,ford,Capri,2600 RS,1971,Coupe,Front,2637,6,V,2,150,5600,224,3500,90,69.1,10.0:1,,202,7.7,Rear,Manual,4,2,1062,4190,1650,1270,2570,,,,58,1,,Ford
15088,ford,Mustang,GT Convertible,2007,Convertible,Front,5408,8,V,3,304,5000,495,3750,90.3,105.7,9.8:1,Gasoline,,,Rear,Manual,4,2,,4780,1880,1420,2730,,,,61,1,,Ford
15089,ford,Bronco II,,1988,SUV,Front,2934,6,in-line,,,,,,,,,Gasoline,,,,,,,1450,4030,1730,,2400,,,,,1,,Ford
15090,ford,Taurus,3.4,1996,Sedan,Front,3400,8,V,,241,6500,,,,,,Gasoline,,,Front,,,4,1518,5030,1860,1430,2760,,,,,1,,Ford
15091,ford,Crown Victoria,,1983,Sedan,Front,4942,8,in-line,,131,3600,302,2600,101.6,76.2,,Gasoline,,,Rear,Automatic,5,4,1640,5320,1980,1390,2910,,,,,1,,Ford
15092,ford,Econovan,,2003,Van,Front,1789,4,in-line,2,91,5500,139,2500,,,,Gasoline,,,Rear,Manual,5,,1295,4290,1640,1870,2210,,,,,1,,Ford
15093,ford,Cortina,1600 GL,1976,,Front,1593,4,in-line,,74,5500,117,2700,87.7,66,9.2:1,,,,Rear,Manual,5,4-Feb,1035,4390,1710,1370,2540,,,,54,1,,Ford
15094,ford,Fusion,Ambiente,2008,Sedan,Front,1242,4,in-line,4,75,5200,110,4000,71.9,76.5,10.0:1,Gasoline - Premium,159,15.8,Front,Manual,5,4,1145,4020,1730,1500,2490,,6.5,,45,1,,Ford
15095,ford,Focus,ST 170,2002,,Front,1991,4,in-line,4,133,7000,170,5500,84.8,88,10.2:1,,,8.5,Front,Manual,5,3,1232,4160,1710,,2580,7.2,9.1,12.4,132,1,,Ford
15096,ford,Custom,,1951,,Front,3917,8,V,2,101,3600,,,,,,Gasoline,,,Rear,Manual,,,,5010,1860,,2900,,,,,1,,Ford
15097,ford,Sierra,Wagon,1987,Station Wagon,Front,1796,4,in-line,,91,5400,143,3500,,,,Gasoline,,,Rear,Manual,,,1055,4500,1680,1400,2620,,,,,0,,Ford
15098,ford,Puma,,2003,Coupe,Front,1796,4,in-line,4,100,6150,146,4000,,,11.0:1,Gasoline,,,Front,Manual,4,2,1038,3990,1680,1350,2450,,,,45,0,,Ford
15099,ford,Mondeo,1.8 LX,1993,Sedan,Front,1796,4,in-line,,117,5750,157,3750,80.6,88,,,195,,Front,Manual,5,4,1345,4490,1730,1380,2710,,,,61,0,,Ford
15100,ford,Ka,,1998,Hatchback,Front,1299,4,in-line,2,60,5000,105,2500,74,75.5,,Gasoline,,,Front,Manual,4,3,880,3630,1640,1420,2450,,,,40,0,,Ford
15101,ford,Focus,1.8 TDCi Ambiente,2009,,Front,1753,4,in-line,2,100,3850,240,1750,82.6,82,19.0:1,Diesel,,11.6,Front,Manual,5,5-Mar,1265,4300,1710,1490,2620,,5.2,,55,1,,Ford
15102,ford,Fiesta,1.4 TDCi,2007,Hatchback,Front,1398,4,in-line,2,68,4000,160,2000,73.7,82,18.0:1,Diesel,163,14.9,Front,Manual,5,3,1145,3920,1690,1440,2490,,4.3,,43,0,,Ford
15103,ford,Escort,RS 2000,1975,Coupe,Front,1993,4,in-line,2,110,5500,161,4000,,,9.2:1,Gasoline,,,Rear,Manual,5,2,923,4120,1600,1390,2410,,,,40,1,,Ford
15104,ford,Thunderbird,Deluxe,2004,,Front,3933,8,V,4,284,6000,388,,86,85,10.8:1,,,,Rear,,2,2,1712,4740,1840,1330,2490,10.2,12.4,13.8,68,1,,Ford
15105,ford,Thunderbird,4.9,1991,,Front,4942,8,in-line,,200,4000,373,3000,101.6,76.2,,Gasoline,,,Rear,,4,2,1752,5050,1850,1350,2880,,,,65,1,,Ford
15106,ford,Granada,MK II,1978,,Front,1699,4,V,,,,,,,,,Gasoline,,,Rear,Manual,5,,1165,4630,1750,1390,2780,,,,,1,,Ford
15107,ford,Escort,Clipper,1997,,Front,1391,4,in-line,,75,5600,114,2750,,,,Gasoline,,,Front,Manual,5,,1130,4310,1710,1450,,,,,,1,,Ford
15108,ford,Focus,C-Max 1.8 TDCi Ambiente,2006,,Front,1753,4,in-line,2,115,3800,250,1850,,,19.0:1,Diesel,183,11.2,Front,Manual,5,5,1362,4340,1830,1610,2650,,5.4,,53,1,,Ford
15109,ford,Mustang,GT Premium Coupe,2005,Coupe,Front,4603,8,V,3,304,6000,434,,90,90,9.8:1,,,,Rear,,4,2,1565,4770,1890,1390,2620,9.4,11.8,13.8,61,1,,Ford
15110,ford,49,,2001,,Front,3899,8,V,4,130,5750,175,,,,,,,,Rear,Automatic,4,,1298,,,,2620,,,,,1,,Ford
15111,ford,Mondeo,1.8 Ambiente,2006,Station Wagon,Front,1798,4,in-line,4,130,6000,175,4250,83,83.1,11.0:1,Gasoline - Premium,207,10.9,Front,Manual,5,5,1395,4740,1820,1420,2760,,7.2,,59,0,,Ford
15112,ford,Cortina,2,1970,,Front,1993,4,in-line,,98,5500,151,3500,90.8,77,,Gasoline,169,,Rear,Manual,5,2,1002,4280,1710,1330,2590,,,,87,1,,Ford
15113,ford,E-150,Extended,2008,Van,Front,4606,8,V,2,228,4800,388,3500,,,9.3:1,Gasoline,,,Rear,Automatic,2,4,1077,6030,2020,2120,3510,12.4,14.7,15.7,132,1,,Ford
15114,ford,Thunderbird,4.6,1995,,Front,4601,8,in-line,,,,,,,,,Gasoline,,,Rear,,4,2,1620,5050,1850,1350,2880,,,,,1,,Ford
15115,ford,Ranger,,1988,Pickup,Front,2300,4,in-line,,111,4800,,,,,,Gasoline,,,4WD,Manual,,,,4690,1750,,,,,,,1,,Ford
15116,ford,Galaxy,2.0 Viva,2004,Minivan,Front,1997,4,in-line,2,117,5500,180,2300,86,86,10.0:1,Gasoline - Premium,177,15.4,Front,Manual,,5,1650,4650,1820,1800,2840,,10.1,,70,0,,Ford
15117,ford,Zephyr,3,1966,,Front,2992,6,in-line,2,128,4750,235,3000,93.7,72.4,7.8:1,Gasoline,,,Rear,,5,4,1330,4710,1820,1490,2930,,,,68,1,,Ford
15118,ford,F-450,SD Crew Cab,2008,Pickup,Front,6400,8,V,4,355,3000,881,2000,,,11.0:1,Diesel,,,Rear,Manual,6,5,,6670,2430,2030,4390,,5.3,,144,1,,Ford
15119,ford,Expedition,Eddie Bauer,2005,SUV,Front,5407,8,V,3,304,6250,495,,90,106,9.9:1,,,,,Automatic,8,5,1208,5230,2010,1950,3030,12.4,14.7,16.8,106,1,,Ford
15120,ford,Puma,,2005,Coupe,Front,1498,4,in-line,4,101,6150,148,4000,79,81.4,11.0:1,Gasoline,,,Front,Manual,4,2,1035,3990,1680,1350,2450,,,,45,0,,Ford
15121,ford,Sierra,1.3,1984,,Front,1294,4,in-line,,60,5700,98,3100,79.1,66,9.0:1,,,,Rear,Manual,5,3,970,4400,1710,1420,2610,,,,60,0,,Ford
15122,ford,Contour,Clipper,1993,Sedan,Front,1988,4,in-line,,131,6000,180,4000,84.8,88,,Gasoline,,,Front,,5,4,1242,4680,1760,1400,2710,,,,,1,,Ford
15123,ford,Capri,,1972,Coupe,Front,1305,4,in-line,,54,5500,91,3000,79,66,8.0:1,Gasoline,,,Rear,Manual,,2,975,4270,1660,1340,2570,,,,,1,,Ford
15124,ford,Capri,,1989,Coupe,Front,1598,4,in-line,4,,,,,,,,Gasoline,,,Front,Manual,4,2,1080,4230,1650,1290,2410,,,,,1,,Ford
15125,ford,Fiesta,2.0 ST,2008,Hatchback,Front,1999,4,in-line,4,150,6000,191,4500,87.5,83.1,,Gasoline - Premium,208,8.4,Front,Manual,5,3,1137,3930,1690,1470,2490,,7.4,,45,0,,Ford
15126,ford,Falcon,,1986,Sedan,Front,3273,6,in-line,,122,4000,241,2300,,,,Gasoline,,,Rear,,5,,1370,4720,1870,1370,2840,,,,,0,,Ford
15127,ford,E-350,Van Super Duty Extended,2007,Van,Front,5409,8,V,2,259,4500,475,2500,,,,Gasoline,,,,Automatic,2,3,,5900,2020,2140,3510,,,,132,1,,Ford
15128,ford,Telstar,,1987,,Front,1998,4,in-line,,95,5000,158,3500,,,,Gasoline,,,Front,Manual,5,,1030,4390,1700,1420,2520,,,,,0,,Ford
15129,ford,Thunderbird,V6,1988,,Front,3797,6,V,,142,3800,292,2400,96.8,86,9.0:1,,185,,Rear,Automatic,4,2,1606,5050,1850,1350,2880,,,,,1,,Ford
15130,ford,Torino,4.1,1976,,Front,4090,6,in-line,,96,3600,245,1600,93.5,99.3,8.0:1,Gasoline,,,Rear,Manual,5,4,1650,5470,2020,1340,2760,,,,87,1,,Ford
15131,ford,Taurus,SE,2009,Sedan,Front,3496,6,V,4,268,6251,338,4501,,,10.8:1,Gasoline,,,Front,Automatic,5,4,966,5130,1900,1570,2870,8.4,12.4,13.1,76,1,,Ford
15132,ford,Orion,,1993,Sedan,Front,1598,4,in-line,,90,5800,130,4000,76,88,,Gasoline,,,Front,Manual,5,4,1020,4240,1690,1350,,,,,,1,,Ford
15133,ford,Mustang,Convertible,1996,Convertible,Front,4942,8,V,,215,4000,,,,,,Gasoline,,,Rear,Manual,4,2,1470,4660,1860,1360,2580,,,,,1,,Ford
15134,ford,Bantam,1.6i XLT,2006,Pickup,Front,1597,,,2,95,5500,179,2500,82,75.5,,Gasoline,,,Front,Manual,2,2,1244,4660,,1350,2670,,15.7,,54,0,,Ford
15135,ford,Mondeo,2.5 Turnier Trend,2008,Station Wagon,Front,2495,6,V,4,170,6000,220,4250,81.6,79.5,10.0:1,Gasoline - Premium,220,8.9,Front,,5,5,1512,4810,1820,1430,2760,,10.4,,59,0,,Ford
15136,ford,Falcon,4.9,1976,Sedan,Front,4942,8,in-line,,241,5000,422,2600,101.6,76.2,,Gasoline,,,Rear,Manual,5,,1475,4870,1910,1390,2830,,,,,0,,Ford
15137,ford,Laser,,2001,,Front,1597,4,in-line,4,106,5500,145,4000,79,81.3,,Gasoline,,,Front,Manual,5,,1115,4260,1710,1420,2620,,,,,0,,Ford
15138,ford,Fusion,1.4 TDCi Ambiente,2008,Sedan,Front,1399,4,in-line,2,68,4000,160,2000,73.7,82,18.0:1,Diesel,158,15.5,Front,Manual,5,4,1182,4020,1730,1500,2490,,4.7,,45,1,,Ford
15139,ford,Fusion,1.6 Ambiente,2008,Sedan,Front,1595,4,in-line,4,100,6000,146,4000,79,81.4,11.0:1,Gasoline - Premium,178,10.9,Front,Manual,5,4,1151,4020,1730,1500,2490,,6.7,,45,1,,Ford
15140,ford,Sierra,1.8,1984,,Front,1769,4,in-line,,90,5400,144,3500,,,,Gasoline,,,Rear,Manual,5,,1010,4400,1680,1370,2620,,,,,0,,Ford
15141,ford,Sierra,1.8,1992,,Front,1796,4,in-line,,90,5400,140,3500,,,,Gasoline,,,Rear,Manual,,4,1090,4430,1700,1370,2620,,,,,0,,Ford
15142,ford,Edge,SEL AWD,2007,Crossover,Front,3496,6,V,4,269,6250,339,4500,,,,,,,4WD,Automatic,5,5,,4720,1930,1710,2830,9.8,11.8,13.8,76,1,,Ford
15143,ford,Escort,Cabriolet,1985,Convertible,Front,1296,4,in-line,,69,6000,103,3500,,,,Gasoline,,,Front,Manual,5,,,3980,1650,1320,2410,,,,,1,,Ford
15144,ford,C-MAX,2.0 TDCi Trend,2007,Minivan,Front,1997,4,in-line,4,136,4000,320,2000,85.1,88,18.0:1,Diesel,,9.6,Front,Manual,5,5,1362,4340,1830,1610,2650,,5.6,,53,0,,Ford
15145,ford,Laser,,1982,,Front,1489,4,in-line,,86,5500,120,3500,,,,Gasoline,,,Front,Manual,5,,790,3960,1640,1380,2370,,,,,0,,Ford
15146,ford,Galaxy,2.3 Ambiente,2007,Minivan,Front,2293,4,in-line,4,145,5500,203,2500,89.6,91,10.0:1,Gasoline - Premium,196,12.3,Front,Manual,5,5,1725,5760,1820,1800,2840,,10.1,,70,0,,Ford
15147,ford,17,M 2.0,1968,,Front,1998,6,in-line,2,86,5000,148,3000,84,60.1,9.0:1,Gasoline,,,Rear,,5,2,1120,4730,1760,1480,2710,,,,45,1,,Ford
15148,ford,Gran Torino,Squire,1972,,Front,6553,8,V,,170,4200,403,2200,101.6,101.6,8.4:1,,,,Rear,Automatic,5,5,2014,5470,2010,1400,3000,,,,76,1,,Ford
15149,ford,Focus,Turnier 2.0 Trend,2006,,Front,1988,4,in-line,4,131,5500,178,4500,84.8,88,10.0:1,Gasoline - Premium,201,9.6,Front,Manual,5,5,1266,4470,1710,1540,2620,,8.7,,55,1,,Ford
15150,ford,Popular,,1962,,Front,1172,4,in-line,2,31,4500,,2500,80.1,58.9,8.5:1,Gasoline,,,Rear,Manual,5,4,730,3810,1550,1500,2220,,,,55,1,,Ford
15151,ford,Mondeo,2.5 V6,2001,Station Wagon,Front,2497,6,V,4,170,6000,175,4250,81.7,79.5,9.8:1,,225,8.7,Front,Manual,5,5,1383,4740,1820,1470,2760,,,,58,0,,Ford
15152,ford,Orion,1.8,1986,Sedan,Front,1796,4,in-line,,,,,,,,,Gasoline,,,Front,,5,4,,4230,1690,1350,2410,,,,,1,,Ford
15153,ford,Tempo,,1991,,Front,2305,4,in-line,,98,4400,175,2200,93.5,84,9.0:1,Gasoline,,,Front,,5,,1150,4480,1740,1340,2540,,,,,1,,Ford
15154,ford,Escape,Limited FWD,2009,SUV,Front,2488,4,in-line,4,173,6000,232,4500,,,,Gasoline,,,Front,Automatic,5,5,966,4440,1810,1730,2630,8.6,10.4,11.9,62,1,,Ford
15155,ford,Taurus,,2000,Sedan,Front,2967,6,V,2,156,4900,244,3950,88.9,78.7,9.3:1,Gasoline,,,Front,Automatic,5,4,1477,5030,1860,1430,3030,,11.8,,68,1,,Ford
15156,ford,Ranger,2500 TD Super Cab XL 4x4,2007,Pickup,Front,2499,4,in-line,3,109,3500,257,2000,,,19.8:1,Diesel,155,15.8,4WD,Manual,2,4,1815,5150,1880,1760,3010,,11.6,,82,1,,Ford
15157,ford,Crown Victoria,,2001,Sedan,Front,4601,8,V,2,224,4800,370,4000,90.2,90,,Gasoline,,,Rear,Automatic,5,4,1777,5390,1990,1450,2760,,11.8,,72,1,,Ford
15158,ford,Popular,,1958,,Front,1171,4,in-line,2,26,4000,63,2400,,,,Gasoline,,,Rear,Manual,,,735,3880,1440,1630,2300,,,,,1,,Ford
15159,ford,Ranger,,2007,Pickup,Front,2399,4,in-line,,145,5250,209,3750,,,9.7:1,,,,Rear,Manual,3,2,,4820,1690,1770,2840,,,,59,1,,Ford
15160,ford,Cougar,,1981,Coupe,Front,4186,8,V,,,,,,,,,Gasoline,,,Rear,Automatic,5,2,1480,5100,1890,1350,2760,,,,,0,,Ford
15161,ford,Capri,2.3,1974,Coupe,Front,2294,6,in-line,,107,5100,174,3000,90.1,60.1,,Gasoline,,,Rear,,,2,1120,4290,1710,1360,2560,,,,,1,,Ford
15162,ford,S-Max,2.5,2008,Minivan,Front,2521,5,in-line,4,220,5000,320,1500,83,93.2,17.8:1,Gasoline - Premium,230,7.9,Front,Manual,5,5,1681,4770,1890,1660,2860,,9.4,,70,0,,Ford
15163,ford,Fairlane,,1984,,Front,4093,6,in-line,,133,3600,305,2000,,,,Gasoline,,,Rear,Automatic,,,1630,5020,1870,1400,2950,,,,,1,,Ford
15164,ford,Explorer,4,2002,SUV,Front,4015,6,V,4,213,5500,330,3250,,,9.7:1,Gasoline,,,4WD,Automatic,2,5,1980,4850,1790,1730,2870,,,,59,1,,Ford
15165,ford,Fusion,1.4 TDCi Ambiente,2006,Sedan,Front,1399,4,in-line,2,68,4000,160,2000,73.8,82,18.0:1,Diesel,,15.5,Front,Manual,5,4,1177,4020,1730,1500,2490,,4.7,,45,1,,Ford
15166,ford,Explorer,XLT 4.6L,2009,SUV,Front,4606,8,V,3,296,5700,427,4000,,,10.8:1,Gasoline,,,Rear,Automatic,5,5,966,4920,1880,1830,2890,11.4,7.3,15.8,85,1,,Ford
15167,ford,F,,1950,Pickup,Front,,,,,,,,,,,,,,,Rear,,5,,,,1880,,,,,,,1,,Ford
15168,ford,Thunderbird,,1956,,Front,4784,8,V,2,212,4600,,,,,,Gasoline,,,Rear,Manual,,2,1470,4460,1790,1330,2600,,,,,1,,Ford
15169,ford,Taunus,,1951,,Front,1172,4,in-line,2,34,4250,,,,,,Gasoline,,,Rear,Manual,5,,830,4110,1490,1610,2390,,,,,1,,Ford
15170,ford,Escape,XLT 3.0,2006,SUV,Front,2999,6,V,4,203,6000,262,4850,89,80,,,,,Front,,5,5,1715,4450,1790,1780,2630,9.8,10.7,11.8,62,1,,Ford
15171,ford,12 M,,1967,,Front,1183,4,in-line,,45,4500,80,2400,,,8.5:1,Gasoline,,,Rear,,4,2,852,4320,1610,1410,2530,,,,125,1,,Ford
15172,ford,12 M,,1952,,Front,1172,4,in-line,2,38,4250,,,,,,Gasoline,,,Rear,Manual,,,,4070,1590,1560,2500,,,,,1,,Ford
15173,ford,Maverick,4.9,1970,,Front,4943,8,in-line,,145,4200,335,2000,,,,Gasoline,,,Rear,Manual,,,1425,4840,1800,1360,2800,,,,,1,,Ford
15174,ford,Meteor,,1986,Sedan,Front,1596,4,in-line,,72,5000,121,3000,,,,Gasoline,,,Front,Manual,5,4,,4200,1650,1400,2410,,,,,0,,Ford
15175,ford,GT 500,,2007,,Front,5409,8,V,4,500,6000,678,4500,,,8.4:1,Gasoline - Premium,300,3.9,Rear,Manual,2,2,1520,4650,1960,1130,2720,,5.3,,66,1,,Ford
15176,ford,Taurus X,Eddie Bauer,2008,Crossover,Front,3496,6,V,4,268,6250,338,4500,,,,,,,Front,Automatic,6,4,1077,5090,1910,1720,2870,9.8,12.4,14.7,72,1,,Ford
15177,ford,F-150,Heritage Regular Cab XL,2004,Pickup,Front,4195,6,V,2,206,6000,343,,97,95,,,,,,,3,2,1837,5260,2020,1870,3050,11.8,13.1,13.8,95,1,,Ford
15178,ford,Taunus,,1946,,Front,1172,4,in-line,2,34,,,,,,,Gasoline,,,Rear,Manual,5,,830,4110,1490,1610,2390,,,,,1,,Ford
15179,ford,Ranger,,1986,Pickup,Front,2300,4,in-line,,111,4800,,,,,,Gasoline,,,4WD,Manual,,,,4690,1770,,,,,,,1,,Ford
